Date of Lead Publication,Date Imported,Lead Title,Lead URL,Author,Source,Modified Excerpt,Original Excerpt,Operational Environment - Dimension,Operational Environment - Subdimension,Context additional tags - Dimension,Context additional tags - Subdimension,DEMOGRAPHIC GROUPS,AFFECTED GROUPS,SPECIFIC NEEDS GROUPS,Information Date (From),Information Date (To),Colombia Polygons,Country,Country (code),Departments,Departments (code),Municipalities,Municipalities (code),Sectoral Information - Dimension,Sectoral Information - Subdimension,Sectoral Information - Sector,Sectoral Information - Subsectors,DISPLACEMENT PROFILE DETAILS,Reliability,Severity,DISPLACEMENT PROFILE DETAILS
20-12-2019,30-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"In addition to these emergency services,
Venezuelans in Colombia are also in
need of shelter. In warmer climates as in Cúcuta, Venezuelans sleep outside, making
homelessness a visible problem. The city
offers few opportunities—unemployment
is high, the informal economy dominates,
public services are inadequate, and local
government revenue is low. Therefore
unwilling to stay in Cúcuta but unable to
afford transportation elsewhere, Venezuelans
travel by foot to bigger cities or other
countries. The journey from Cúcuta to
Ecuador, for example, takes approximately
two weeks.",,Context,Economic,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,30-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"In addition to these emergency services,
Venezuelans in Colombia are also in
need of shelter. In warmer climates as in Cúcuta, Venezuelans sleep outside, making
homelessness a visible problem. The city
offers few opportunities—unemployment
is high, the informal economy dominates,
public services are inadequate, and local
government revenue is low. Therefore
unwilling to stay in Cúcuta but unable to
afford transportation elsewhere, Venezuelans
travel by foot to bigger cities or other
countries. The journey from Cúcuta to
Ecuador, for example, takes approximately
two weeks.",,Displacement ,Displacement,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Context,Security,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Displacement ,Displacement,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Context,Security,,,,Refugees,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Displacement ,Displacement,,,,Refugees,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Context,Security,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Shelter is a particular concern for these
caminantes, or walkers, who trek along
dangerous highways and over frigid mountain
roads. IOM operates just nine temporary
shelters along the route to provide refuge.
Those without access are vulnerable to harsh
weather, assault, and violent conflict. Women
and youth are especially at risk of trafficking
and recruitment by armed groups.",,Displacement ,Displacement,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Shelter,Shelter enveloppe ,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Context,Legal or normative framework,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Displacement ,Displacement,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Context,Legal or normative framework,,,,Refugees,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Displacement ,Displacement,,,,Refugees,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Context,Legal or normative framework,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"The UN estimates that 93 percent of
caminantes have irregular status.16 In
December 2018, the government sought
to provide some legal protection to them
by introducing a temporary transit permit
(PIP-TT)17 that gives foreigners 15 days to
travel through and exit Colombia. However,
humanitarian workers and Venezuelans with
whom the RI team spoke said relatively few
caminantes knew about this permit.",,Displacement ,Displacement,,,,Affected,,19-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,31-12-2019,Supporting solidarity: why the world must bolster Colombia’s response to the Venezuelan displacement crisis - 2019 Board of Directors Mission Report,https://reliefweb.int/sites/reliefweb.int/files/resources/Colombia%2B-%2B2019%2B-%2B1.0.pdf,refugeesinternational,Redhum,"Venezuelan women and girls are
disproportionately affected by displacement.
They are vulnerable to trafficking both
in transit and once they arrive. Risks are
especially high for those who cannot
regularize their status; unable to secure formal employment, they may resort to sex
work or survival sex to support themselves
and their families.18 Sexual and genderbased violence (SGBV) is prevalent, and
NGOs report that the majority of victims
are underage. In addition, the stress of
displacement can exacerbate domestic
violence problems, often with severe
consequences for children.",,Context,Security,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Living Standards,Protection,Women's rights,,Usually Reliable,Of Concern. Monitoring required,
